"","species","plant","date","total_branch_mass","total_leaf_mass","stem_mass_ratio","leaf_mass_ratio","leaf_lfm","thickness","leaf_wet_mass","leaf_dry_mass","stem_lfm","stem_width","stem_wet_mass","stem_dry_mass","stem_sav","lfm","leaf_dmc","stem_dmc","dmc","leaf_area","leaf_sav","LMA","SLA"
"67","SALAPI",5,2022-07-26,25.084,20.441,0.550993959362987,0.449006040637013,245.423632757155,0.394,1.219,0.3529,253.739398612182,5.036,4.588,1.297,4.14075397373627,251.960724892418,0.289499589827727,0.282693984306888,6.00488687448728,6.3740826824,5.07614213197969,0.0553648293541,18.0620081677529
"68","SALAPI",6,2022-07-26,23.387,20.58,0.53192166852412,0.46807833147588,274.274991470487,0.264,1.097,0.293100000000001,320.333569907736,4.2975,2.369,0.563599999999999,4.75808038443085,304.575697443679,0.267183226982681,0.237906289573659,3.17586481312671,6.7613055202,7.57575757575758,0.0433496163018131,23.0682549307403
"69","SALAPI",7,2022-07-26,20.349,19.456,0.511217183770883,0.488782816229117,282.086167800455,0.284,0.673999999999999,0.176399999999999,267.663344407526,2.92,0.664,0.180600000000002,6.92485756835012,274.789915966385,0.261721068249257,0.271987951807232,1.10835252225519,3.9378973094,7.04225352112676,0.0447954799580278,22.3236808922903
"70","SALAPI",8,2022-07-26,21.644,20.489,0.51370659578003,0.48629340421997,237.602459016391,0.332,0.659000000000001,0.195200000000002,220.770176157311,2.9875,0.782999999999999,0.244100000000001,6.78213611230191,228.249487821532,0.29620637329287,0.3117496807152,1.34860971168437,4.1130512414,6.02409638554217,0.047458684208748,21.0709592284834
"71","SALAPI",9,2022-08-17,30.806,26.121,0.541149191069264,0.458850808930736,282.873703695729,0.367,1.439,0.377050000000001,243.628259607465,4.5695,3.536,1.07165,4.60801973836477,243.411334299717,0.262022237665046,0.303068438914028,4.65776855455177,10.279147305,5.44959128065395,0.0366810581473616,27.2620270653759
"72","SALLEU",1,2022-07-27,20.491,18.277,0.528554477919934,0.471445522080066,431.531531531578,0.676,0.177,0.033299999999997,114.265253509024,2.751,1.496,0.6982,7.89487893069014,128.708133971293,0.188135593220322,0.466711229946523,5.47393276836159,1.6352101748,2.95857988165681,0.0203643546946923,49.1054106546591
"73","SALLEU",10,2022-08-24,17.835,17.962,0.498226108333101,0.501773891666899,254.391371340526,0.822,0.23,0.0648999999999997,116.360116166505,2.302,0.894,0.4132,8.86159530083119,135.097259987451,0.282173913043477,0.462192393736018,2.75542173913043,1.7020657686,2.4330900243309,0.0381301364478894,26.2259748628661
"74","SALLEU",2,2022-07-27,20.025,18.351,0.521810506566604,0.478189493433396,1334.42622950823,0.746,0.175000000000004,0.0122,97.6065382370107,2.631,1.354,0.685200000000002,7.76081003625634,119.242902208202,0.069714285714284,0.50605612998523,5.28162857142849,1.4044026142,2.68096514745308,0.00868696759507925,115.114968377049
"75","SALLEU",3,2022-07-27,22.515,18.698,0.546308203722127,0.453691796277873,253.086419753079,0.7575,0.143000000000002,0.0405000000000015,84.54577097111,3.799,2.651,1.4365,6.08872581937845,89.1672308733917,0.283216783216789,0.541870992078462,12.7369545454544,1.3673417176,2.64026402640264,0.029619516086358,33.7615238913567
"76","SALLEU",4,2022-08-16,20.746,18.692,0.526040874283686,0.473959125716314,483.892617449637,0.156,0.174000000000001,0.0298000000000016,107.720913759518,29.806,1.173,0.5647,9.38426808145652,126.576955424726,0.1712643678161,0.481415174765559,4.44820229885055,1.6387585966,12.8205128205128,0.018184496521836,54.9918992147621
"77","SALLEU",5,2022-08-16,18.99,17.828,0.51578032484111,0.48421967515889,405.494505494499,0.16,0.138,0.0273000000000003,130.435890899821,2.126,0.904,0.392300000000001,9.57305540622214,148.331744518589,0.197826086956524,0.433960176991151,3.77405362318841,1.2682314916,12.5,0.0215260385669486,46.4553659926734
"78","SALLEU",6,2022-08-16,20.172,18.326,0.523975271442672,0.476024728557328,332.692307692308,0.18,0.18,0.0415999999999999,105.703300224287,2.466,1.284,0.624200000000002,8.52074206391914,119.885851607089,0.231111111111111,0.486137071651092,4.79337777777779,1.6538278212,11.1111111111111,0.0251537671979755,39.755476471154
"79","SALLEU",7,2022-08-17,19.759,17.818,0.525826968624425,0.474173031375576,439.419087136918,0.158,0.130000000000001,0.0241000000000007,78.8242866337696,3.105,1.667,0.9322,6.81038693071534,87.9117431768273,0.185384615384619,0.559208158368326,8.86186923076919,1.2124070262,12.6582278481013,0.0198778128790101,50.3073454854758
"80","SALLEU",8,2022-08-24,19.933,18.691,0.516078086164043,0.483921913835957,310.256410256402,0.56,0.111999999999999,0.0273000000000003,83.4344279439446,3.18,1.754,0.956200000000001,6.75277964572131,89.7305541433652,0.243750000000005,0.545153933865451,10.3188000000001,1.0496899134,3.57142857142857,0.0260076806030975,38.4501799780215
"81","SALLEU",9,2022-08-24,17.78,17.37,0.505832147937411,0.494167852062589,223.394495412847,0.716,0.141,0.0435999999999996,115.028601144045,2.18,0.827,0.384600000000001,9.35166803374088,126.062587575899,0.309219858156026,0.465054413542927,3.59825957446809,1.0905593942,2.79329608938547,0.0399794823022759,25.012830142202
