"","label","species","plant_number","leaf_number","area_cm2","std_dev_cm2","x","y","xm","ym","perim","bx","by","width","height","major","minor","angle","circ","feret","feret_x","feret_y","feret_angle","min_feret","ar","round","solidity","x_1"
"276","MANDEN_P2_R1_W_00001.jpg","MANDEN",2,1,2.564419705,18.445547249,15.856700749,6.932727677,15.858557319,6.932567261,8.466908488,14.013759369,6.319268975,3.370558018,1.248667301,2.875104399,1.135652875,8.776622125,0.449520226,3.405894526,3322,1700,8.26057071,1.198030457,2.531675358,0.394995352,0.930679385,9
"277","MANDEN_P2_R1_W_00001.jpg","MANDEN",2,2,2.203384717,21.946295156,10.471879,9.712485945,10.473870105,9.712623633,7.293119955,8.896754518,9.11611499,2.965584839,1.168516359,2.569626166,1.091768363,175.122702571,0.520563224,2.972779915,2109,2288,176.012859339,1.149162341,2.353636771,0.424874395,0.94689186,10
"278","MANDEN_P2_R1_W_00001.jpg","MANDEN",2,3,1.79396378,24.70161301,15.638060492,14.32453114,15.643322163,14.32405155,7.736256292,13.802835838,13.819709721,3.197600723,0.97024824,2.599081463,0.878828024,4.772340519,0.376670698,3.199940061,3272,3403,2.19098631,0.945446407,2.957440356,0.338130234,0.903016025,11
"279","MANDEN_P2_R1_W_00001.jpg","MANDEN",2,4,1.448855759,24.902456624,9.89157667,17.761188283,9.893240926,17.760947426,6.360259661,8.559276869,17.278855621,2.480460719,0.936500476,2.066310485,0.89277021,2.310649573,0.450075448,2.484131229,2029,4243,3.11506476,0.932591388,2.314493093,0.432060049,0.926720164,12
"280","MANDEN_P2_R1_W_00001.jpg","MANDEN",2,5,1.873064752,20.219929071,15.946358466,19.923387313,15.949479543,19.922982929,7.788925085,14.115002663,19.41340175,3.18072684,1.029306829,2.605902203,0.915176367,6.217134323,0.387978448,3.200874206,3346,4756,6.431918283,0.983329124,2.847431703,0.351193674,0.917015159,13
"281","MANDEN_P3_R1_W_00001.jpg","MANDEN",3,1,3.759404942,14.602039719,17.778939162,3.808890933,17.779545245,3.808732352,10.130844956,15.650525966,2.940274016,3.79662355,1.687388244,3.423002744,1.398369617,17.030481834,0.460296459,3.994060806,3710,1068,18.090489369,1.474943352,2.447852629,0.408521325,0.945255066,14
"282","MANDEN_P3_R1_W_00001.jpg","MANDEN",3,2,2.427216444,17.973357129,12.900789886,6.578596947,12.900280353,6.578769727,8.77875421,11.035519118,5.948043561,3.366339547,1.231793418,2.952263635,1.046799454,13.226994685,0.395778857,3.443646882,2616,1651,12.163386486,1.128161331,2.820276248,0.354575195,0.944226955,15
"283","MANDEN_P3_R1_W_00001.jpg","MANDEN",3,3,2.199327344,15.628765397,15.813380575,12.436541187,15.812681591,12.436485377,7.700915491,14.123439605,11.866557828,3.18072684,1.130550124,2.732060543,1.024966505,175.347099604,0.466031232,3.180827545,3348,2967,0.455924962,1.086192731,2.665512024,0.375162442,0.947013118,17
"284","MANDEN_P3_R1_W_00001.jpg","MANDEN",3,4,2.544595524,21.101983116,11.118863805,15.675757002,11.120707077,15.675807632,8.879573527,9.230013696,15.114780198,3.526641431,1.109457771,3.056989721,1.059826804,1.370351832,0.405550002,3.53009374,2188,3690,177.465835787,1.109457771,2.88442386,0.346689685,0.933501766,18
"285","MANDEN_P3_R1_W_00001.jpg","MANDEN",3,5,2.035679979,16.466410453,15.692964404,19.385652306,15.693237897,19.385574487,8.283942522,13.819709721,18.886092924,3.256659311,1.016651417,2.792252063,0.928250097,0.605393565,0.372773658,3.25981617,3276,4551,177.478240348,1.016651417,3.008081627,0.332437787,0.882532653,19
